compra_venta,cantidad,precio,ofertada_casada
C,52.0,0.13,O
C,104.3,0.10,O
C,48.8,0.10,O
C,53.0,0.10,O
C,4721.6,0,O
C,11.5,0,O
C,150.0,0,O
C,4886.7,0,O
C,23.8,0,O
C,1.0,0,O
C,3.1,0,O
C,43.6,0,O
C,20.0,0,O
C,20.0,0,O
C,20.0,0,O
C,2.0,0,O
V,2.4,0,O
V,24.9,0,O
V,2.0,0,O
V,2.0,0,O
V,6.3,0,O
V,2.3,0,O
V,23.6,0,O
V,1.0,0,O
V,1.1,0,O
V,13.4,0,O
V,22.8,0,O
V,28.1,0,O
V,2.7,0,O
V,0.4,0,O
V,1.8,0,O
V,77.9,0,O
V,30.4,0,O
V,141.6,0,O
V,70.6,0,O
V,14.8,0,O
V,10.1,0,O
V,0.2,0,O
V,3.0,0,O
V,1.1,0,O
V,0.6,0,O
V,42.7,0,O
V,49.7,0,O
V,0.8,0,O
V,171.0,0,O
V,171.0,0,O
V,180.0,0,O
V,180.0,0,O
V,180.0,0,O
V,180.0,0,O
V,170.0,0,O
V,161.0,0,O
V,161.0,0,O
V,170.0,0,O
V,170.0,0,O
V,157.0,0,O
V,112.0,0,O
V,135.0,0,O
V,9.6,0,O
V,10.3,0,O
V,6.4,0,O
V,0.8,0,O
V,0.3,0,O
V,13.4,0,O
V,1.1,0,O
V,12.9,0,O
V,7.4,0,O
V,6.6,0,O
V,24.7,0,O
V,24.9,0,O
V,0.3,0,O
V,7.6,0,O
V,14.0,0,O
V,13.5,0,O
V,9.0,0,O
V,24.7,0,O
V,1.4,0,O
V,1.2,0,O
V,22.0,0,O
V,41.6,0,O
V,70.9,0,O
V,77.3,0,O
V,42.0,0,O
V,23.0,0,O
V,18.8,0,O
V,3.5,0,O
V,6.8,0,O
V,3.0,0,O
V,14.0,0,O
V,6.8,0,O
V,16.8,0,O
V,13.8,0,O
V,355.0,0,O
V,8.7,0,O
V,39.0,0,O
V,0.1,0,O
V,4.2,0,O
V,1.3,0,O
V,1.5,0,O
V,0.5,0,O
V,0.6,0,O
V,15.0,0,O
V,45.2,0,O
V,3.6,0,O
V,1.3,0,O
V,37.0,0,O
V,0.7,0,O
V,0.2,0,O
V,0.4,0,O
V,0.4,0,O
V,0.4,0,O
V,0.1,0,O
V,33.1,0,O
V,0.2,0,O
V,0.1,0,O
V,6.1,0,O
V,12.3,0,O
V,0.2,0,O
V,9.2,0,O
V,13.6,0,O
V,9.0,0,O
V,1.1,0,O
V,2.9,0,O
V,3.0,0,O
V,1.0,0,O
V,1.9,0,O
V,0.6,0,O
V,222.3,0,O
V,110.2,0,O
V,34.8,0,O
V,20.7,0,O
V,18.0,0,O
V,1.5,0,O
V,0.1,0,O
V,3.5,0,O
V,236.1,0,O
V,11.6,0,O
V,1.0,0,O
V,0.2,0,O
V,0.2,0,O
V,6.0,0,O
V,1.8,0,O
V,1.7,0,O
V,5.1,0,O
V,0.5,0,O
V,1.6,0,O
V,0.2,0,O
V,12.0,0,O
V,1.7,0,O
V,0.6,0,O
V,0.4,0,O
V,10.2,0,O
V,1.2,0,O
V,7.7,0,O
V,6.7,0,O
V,8.7,0,O
V,7.8,0,O
V,0.6,0,O
V,17.2,0,O
V,5.3,0,O
V,0.8,0,O
V,2.3,0,O
V,0.5,0,O
V,4.3,0,O
V,7.1,0,O
V,6.2,0,O
V,3.7,0,O
V,4.9,0,O
V,4.2,0,O
V,3.2,0,O
V,4.2,0,O
V,2.7,0,O
V,0.3,0,O
V,249.2,0,O
V,0.3,0,O
V,1.0,0,O
V,0.6,0,O
V,0.4,0,O
V,8.9,0,O
V,1.3,0,O
V,98.1,0,O
V,66.2,0,O
V,0.5,0,O
V,72.6,0,O
V,27.4,0,O
V,4.7,0,O
V,7.2,0,O
V,125.6,0,O
V,11.2,0,O
V,1.1,0,O
V,3.4,0,O
V,2.5,0,O
V,15.9,0,O
V,6.6,0,O
V,3.0,0,O
V,9.4,0,O
V,39.0,0,O
V,19.1,0,O
V,10.0,0,O
V,19.8,0,O
V,12.3,0,O
V,20.4,0,O
V,0.2,0,O
V,63.6,0,O
V,13.1,0,O
V,39.0,0,O
V,19.8,0,O
V,8.7,0,O
V,9.7,0,O
V,0.6,0,O
V,15.0,0,O
V,5.8,0,O
V,1.2,0,O
V,4.6,0,O
V,5.7,0,O
V,7.5,0,O
V,7.8,0,O
V,6.6,0,O
V,2.9,0,O
V,8.5,0,O
V,0.2,0,O
V,3.3,0,O
V,2.5,0,O
V,30.1,0,O
V,14.9,0,O
V,15.0,0,O
V,4.8,0,O
V,13.7,0,O
V,1.2,0,O
V,1.0,0,O
V,0.4,0,O
V,13.5,0,O
V,3.5,0,O
V,0.3,0,O
V,46.0,0,O
V,7.7,0,O
V,9.2,0,O
V,1.4,0,O
V,2.6,0,O
V,0.1,0,O
V,1.6,0,O
V,3.3,0,O
V,0.5,0,O
V,5.1,0,O
V,2.4,0,O
V,0.3,0,O
V,12.4,0,O
V,49.0,0,O
V,7.9,0,O
V,4.0,0,O
V,62.6,0,O
V,238.8,0,O
V,0.6,0,O
V,257.9,0,O
V,56.1,0,O
V,101.5,0,O
V,61.9,0,O
V,89.6,0,O
V,0.3,0,O
V,21.1,0,O
V,17.3,0,O
V,0.2,0,O
V,29.1,0,O
V,13.7,0,O
V,1.2,0,O
V,2.4,0,O
V,10.5,0,O
V,153.0,0,O
V,16.6,0,O
V,19.2,0,O
V,45.9,0,O
V,5.6,0,O
V,16.8,0,O
V,19.0,0,O
V,3.4,0,O
V,15.7,0,O
V,8.2,0,O
V,24.8,0,O
V,40.0,0,O
V,6.9,0,O
V,1.4,0,O
V,22.0,0,O
V,22.0,0,O
V,50.0,0,O
V,30.9,0,O
V,41.0,0,O
V,32.4,0,O
V,30.8,0,O
V,31.0,0,O
V,37.0,0,O
V,3.7,0,O
V,0.8,0,O
V,32.5,0,O
V,33.5,0,O
V,27.3,0,O
V,0.6,0,O
V,22.0,0,O
V,3.1,0,O
V,2.2,0,O
V,6.0,0,O
V,2.6,0,O
V,48.0,0,O
V,9.8,0,O
V,8.3,0,O
V,0.9,0,O
V,27.0,0,O
V,0.7,0,O
V,3.5,0,O
V,3.0,0,O
V,26.3,0,O
V,30.0,0,O
V,16.3,0,O
V,16.4,0,O
V,6.7,0,O
V,20.7,0,O
V,108.3,0,O
V,6.3,0,O
V,1.7,0,O
V,1.4,0,O
V,165.2,0,O
V,170.0,0,O
V,155.2,0,O
V,324.0,0,O
V,225.0,0,O
V,0.8,0,O
V,35.1,0,O
V,81.3,0,O
V,2.4,0,O
V,20.1,0,O
V,98.0,0,O
V,173.3,0,O
V,0.8,0,O
V,0.2,0,O
V,0.6,0,O
V,0.1,0,O
V,73.8,0,O
V,34.8,0,O
V,324.8,0,O
V,8.9,0,O
V,49.4,0,O
V,28.3,0,O
V,80.1,0,O
V,25.2,0,O
V,96.5,0,O
V,32.0,0,O
V,3.7,0,O
V,40.0,0,O
V,19.1,0,O
V,18.6,0,O
V,21.8,0,O
V,21.7,0,O
V,122.9,0,O
V,1.3,0,O
V,5.6,0,O
V,105.8,0,O
V,16.3,0,O
V,8.4,0,O
V,0.9,0,O
V,1.1,0,O
V,1.3,0,O
V,30.0,0,O
V,14.8,0,O
V,2.6,0,O
V,361.5,0,O
V,5.9,0,O
V,1.5,0,O
V,4.5,0,O
V,1.7,0,O
V,8.2,0,O
V,1.7,0,O
V,1.1,0,O
V,27.5,0,O
V,41.0,0,O
V,6.2,0,O
V,14.1,0,O
V,1.5,0,O
V,72.8,0,O
V,50.0,0,O
V,40.4,0,O
V,29.7,0,O
V,26.0,0,O
V,23.0,0,O
V,75.6,0,O
V,11.9,0,O
V,46.0,0,O
V,9.1,0,O
V,28.7,0,O
V,28.8,0,O
V,30.9,0,O
V,30.3,0,O
V,28.6,0,O
V,28.7,0,O
V,2.0,0,O
V,1.8,0,O
V,7.1,0,O
V,9.4,0,O
V,2.5,0,O
V,10.4,0,O
V,7.9,0,O
V,18.9,0,O
V,27.7,0,O
V,0.1,0,O
V,6.9,0,O
V,6.8,0,O
V,36.0,0,O
V,35.0,0,O
V,35.5,0,O
V,0.7,0,O
V,77.3,0,O
V,3.2,0,O
V,2.6,0,O
V,36.0,0,O
V,43.3,0,O
V,13.2,0,O
V,1.1,0,O
V,2.5,0,O
V,4.9,0,O
V,32.3,0,O
V,0.7,0,O
V,0.2,0,O
V,1.8,0,O
V,5.0,0,O
V,2.7,0,O
V,60.3,0,O
V,37.1,0,O
V,9.6,0,O
V,40.0,0,O
V,0.7,0,O
V,2.9,0,O
V,0.5,0,O
V,5.7,0,O
V,0.2,0,O
V,0.4,0,O
V,0.9,0,O
V,1.0,0,O
V,0.9,0,O
V,0.9,0,O
V,12.7,0,O
V,0.1,0,O
V,155.9,0,O
V,520.0,0,O
V,151.5,0,O
V,74.0,0,O
V,165.0,0,O
V,140.0,0,O
V,120.6,0,O
V,176.0,0,O
V,10.1,0,O
V,2.3,0,O
V,1.0,0,O
V,3.2,0,O
V,0.7,0,O
V,0.4,0,O
V,3.7,0,O
V,2.3,0,O
V,1.0,0,O
V,4.3,0,O
V,1.1,0,O
V,6.2,0,O
V,0.7,0,O
V,1.4,0,O
V,0.4,0,O
V,0.5,0,O
V,1.9,0,O
V,2.8,0,O
V,0.1,0,O
V,3.0,0,O
V,4.9,0,O
V,8.9,0,O
V,0.5,0,O
V,0.4,0,O
V,1.1,0,O
V,3.5,0,O
V,2.0,0,O
V,0.4,0,O
V,3.5,0,O
V,2.3,0,O
V,12.8,0,O
V,0.7,0,O
V,1.6,0,O
V,7.2,0,O
V,9.5,0,O
V,2.5,0,O
V,4.9,0,O
V,59.3,0,O
V,14.5,0,O
V,4.2,0,O
V,11.1,0,O
V,49.0,0,O
V,49.0,0,O
V,49.0,0,O
V,9.0,0,O
V,14.2,0,O
V,14.2,0,O
V,14.6,0,O
V,14.2,0,O
V,39.1,0,O
V,35.5,0,O
V,15.0,0,O
V,21.5,0,O
V,283.7,0,O
V,3.9,0,O
V,7.4,0,O
V,30.8,0,O
V,20.5,0,O
V,30.8,0,O
V,9.5,0,O
V,21.6,0,O
V,18.3,0,O
V,24.0,0,O
V,30.1,0,O
V,0.1,0,O
V,0.1,0,O
V,122.3,0,O
V,1.3,0,O
V,8.3,0,O
V,19.8,0,O
V,2.1,0,O
V,2.2,0,O
V,0.2,0,O
V,1.1,0,O
V,95.0,0,O
V,2.9,0,O
V,0.3,0,O
V,14.0,0,O
V,6.4,0,O
V,9.0,0,O
V,48.6,0,O
V,0.7,0,O
V,51.0,0,O
V,35.0,0,O
V,11.5,0,O
V,21.5,0,O
V,8.7,0,O
V,4.1,0,O
V,11.5,0,O
V,23.5,0,O
V,3.6,0,O
V,46.5,0,O
V,46.5,0,O
V,19.1,0,O
V,42.0,0,O
V,12.5,0,O
V,40.0,0,O
V,46.0,0,O
V,13.9,0,O
V,12.4,0,O
V,37.0,0,O
V,19.6,0,O
V,48.5,0,O
V,48.6,0,O
V,18.4,0,O
V,40.0,0,O
V,20.0,0,O
V,97.8,0,O
V,43.6,0,O
V,7.7,0,O
V,9.1,0,O
V,9.8,0,O
V,4.3,0,O
V,1.8,0,O
V,1.3,0,O
V,1.2,0,O
V,5.5,0,O
V,2.0,0,O
V,0.7,0,O
V,2.3,0,O
V,12.9,0,O
V,0.8,0,O
V,0.4,0,O
V,0.4,0,O
V,37.1,0,O
V,48.0,0,O
V,0.1,0,O
V,1.4,0,O
V,6.6,0,O
V,4.4,0,O
V,8.9,0,O
V,5.4,0,O
V,1.8,0,O
V,9.1,0,O
V,2.7,0,O
V,8.0,0,O
V,37.4,0,O
V,0.2,0,O
V,0.2,0,O
V,0.1,0,O
V,0.9,0,O
V,0.2,0,O
V,5.9,0,O
V,2.4,0,O
V,3.2,0,O
V,7.1,0,O
V,7.2,0,O
V,0.2,0,O
V,3.5,0,O
V,1.7,0,O
V,1.7,0,O
V,0.8,0,O
V,22.2,0,O
V,8.9,0,O
V,1.8,0,O
V,2.5,0,O
V,0.9,0,O
V,3.1,0,O
V,18.3,0,O
V,0.8,0,O
V,5.1,0,O
V,17.8,0,O
V,11.1,0,O
V,20.8,0,O
V,20.1,0,O
V,15.3,0,O
V,14.0,0,O
V,11.1,0,O
V,18.8,0,O
V,15.3,0,O
V,14.8,0,O
V,9.0,0,O
V,4.9,0,O
V,14.8,0,O
V,12.1,0,O
V,7.1,0,O
V,18.8,0,O
V,3.2,0,O
V,2.7,0,O
V,5.7,0,O
V,0.3,0,O
V,58.2,0,O
V,0.4,0,O
V,112.7,0,O
V,16.1,0,O
V,8.4,0,O
V,175.0,0,O
V,87.0,0,O
V,1.9,0,O
V,40.6,0,O
V,53.6,0,O
V,0.4,0,O
V,1.1,0,O
V,5.0,0,O
V,9.7,0,O
V,45.9,0,O
V,10.0,0,O
V,3.4,0,O
V,7.6,0,O
V,23.8,0,O
V,173.0,0,O
V,4.0,0,O
V,16.0,0,O
V,60.0,0,O
V,14.4,0,O
V,23.8,0,O
V,0.2,0,O
V,21.1,0,O
V,24.5,0,O
V,23.7,0,O
V,11.0,0,O
V,34.0,0,O
V,5.2,0,O
V,25.0,0,O
V,9.6,0,O
V,3.1,0,O
V,21.3,0,O
V,160.5,0,O
V,1.9,0,O
V,20.9,0,O
V,0.5,0,O
V,877.0,0,O
V,10.8,0,O
V,0.3,0,O
V,46.0,0,O
V,0.5,0,O
V,22.0,0,O
V,4.4,0,O
V,2.2,0,O
V,12.9,0,O
V,29.9,0,O
V,22.9,0,O
V,13.5,0,O
V,1.3,0,O
V,14.3,0,O
V,259.1,0,O
V,2.8,0,O
V,1.7,0,O
V,2.2,0,O
V,0.2,0,O
V,4.4,0,O
V,5.0,0,O
V,3.1,0,O
V,3.1,0,O
V,3.1,0,O
V,2.8,0,O
V,3.0,0,O
V,4.4,0,O
V,3.6,0,O
V,3.2,0,O
V,3.2,0,O
V,3.1,0,O
V,4.4,0,O
V,3.3,0,O
V,4.4,0,O
V,4.4,0,O
V,0.9,0,O
V,0.1,0,O
V,0.2,0,O
V,0.1,0,O
V,0.1,0,O
V,0.4,0,O
V,21.3,0,O
V,4.8,0,O
V,0.1,0,O
V,7.5,0,O
V,0.3,0,O
V,0.2,0,O
V,1.9,0,O
V,1.5,0,O
V,5.9,0,O
V,2.4,0,O
V,2.6,0,O
V,8.5,0,O
V,0.3,0,O
V,15.1,0,O
V,22.4,0,O
V,6.7,0,O
V,2.9,0,O
V,2.1,0,O
V,4.8,0,O
V,6.2,0,O
V,5.8,0,O
V,9.0,0,O
V,1.0,0,O
V,6.7,0,O
V,4.4,0,O
V,0.5,0,O
V,5.3,0,O
V,4.2,0,O
V,13.2,0,O
V,4.8,0,O
V,18.7,0,O
V,3.5,0,O
V,1.0,0,O
V,65.4,0,O
V,17.9,0,O
V,4.7,0,O
V,1.0,0,O
V,26.2,0,O
V,1.9,0,O
V,1.5,0,O
V,0.5,0,O
V,30.0,0,O
V,31.0,0,O
V,27.4,0,O
V,55.7,0,O
V,35.0,0,O
V,13.6,0,O
V,40.3,0,O
V,13.1,0,O
V,12.8,0,O
V,1.5,0,O
V,0.2,0,O
V,13.9,0,O
V,10.8,0,O
V,10.4,0,O
V,3.1,0,O
V,4.3,0,O
V,2.2,0,O
V,20.0,0.01,O
V,13.9,0.01,O
V,59.4,0.01,O
V,70.3,0.01,O
V,390.0,0.01,O
V,40.1,0.01,O
V,3.5,0.02,O
V,21.5,0.03,O
V,0.7,0.10,O
V,1.7,0.10,O
V,0.5,0.10,O
V,0.6,0.10,O
V,8.5,0.10,O
V,0.8,0.10,O
V,149.2,0.10,O
V,200.0,0.10,O
V,0.1,0.10,O
V,269.0,0.10,O
V,1.6,0.10,O
V,1.7,0.10,O
V,5.1,0.10,O
V,3.0,0.10,O
V,0.1,0.10,O
V,1.8,0.10,O
V,4.4,0.10,O
V,20.3,0.10,O
V,15.0,0.10,O
V,0.3,0.10,O
V,15.3,0.10,O
V,53.8,0.10,O
V,15.0,0.10,O
V,155.0,0.10,O
V,155.0,0.10,O
V,3.6,0.50,O
V,39.7,0.50,O
V,11.6,0.50,O
V,0.7,0.50,O
V,0.1,0.51,O
V,194.4,0.51,O
V,0.5,0.51,O
V,344.1,0.51,O
V,60.5,0.51,O
V,58.9,0.51,O
V,112.7,0.51,O
V,119.6,0.54,O
V,0.8,0.56,O
V,0.5,0.56,O
V,3.4,0.57,O
V,2.6,0.57,O
V,35.0,1.00,O
V,8.1,1.00,O
V,9.6,1.00,O
V,14.2,1.00,O
V,0.7,1.00,O
V,0.6,1.00,O
V,20.1,1.01,O
V,201.2,1.02,O
V,14.4,1.02,O
V,113.0,1.13,O
V,155.0,1.13,O
V,160.0,1.13,O
V,155.0,1.13,O
V,155.0,1.13,O
