compra_venta,cantidad,precio,ofertada_casada
C,358.0,100.00,O
C,2.0,100.00,O
C,20.5,100.00,O
C,1.6,100.00,O
C,34.0,100.00,O
C,5.4,100.00,O
C,80.5,100.00,O
C,0.8,100.00,O
C,0.5,100.00,O
C,2.0,100.00,O
C,1.5,100.00,O
C,1.4,100.00,O
C,14.8,100.00,O
C,40.0,100.00,O
C,4.5,100.00,O
C,0.5,100.00,O
C,0.5,100.00,O
C,36.4,100.00,O
C,0.5,100.00,O
C,1.4,100.00,O
C,6.9,100.00,O
